1248	1
20110	2
96193	3
70032	4
235017	5
230364	6
6370	7
35975	8
196103	9
234619	10
35260	11
101975	12
183747	13
71752	14
3512	15
119292	16
28856	17
251850	18
245715	19
9699	20
250336	21
233823	22
245969	23
27536	24
92399	25
202076	26
143198	27
66529	28
125961	29
74206	30
227568	31
205123	32
34571	33
156546	34
16285	35
17727	36
82500	37
29944	38
62706	39
204950	40
13958	41
65857	42
155500	43
97396	44
49336	45
147984	46
95714	47
228566	48
25594	49
83256	50
97592	51
214051	52
194819	53
100836	54
227750	55
36032	56
23219	57
13806	58
121543	59
103338	60
135597	61
116322	62
27064	63
17509	64
239206	65
132149	66
78416	67
114279	68
241977	69
31073	70
181933	71
47506	72
10229	73
102052	74
4747	75
15428	76
172999	77
199618	78
11489	79
189530	80
29043	81
86307	82
47482	83
203084	84
11434	85
28530	86
97481	87
203011	88
35338	89
247082	90
243743	91
91582	92
31629	93
188783	94
51104	95
15568	96
163390	97
235445	98
109696	99
1808	100
63854	101
33775	102
140967	103
96541	104
315	105
67344	106
223868	107
39290	108
185355	109
65967	110
60847	111
48304	112
172098	113
101551	114
74384	115
137512	116
76583	117
133956	118
100309	119
244342	120
72441	121
49275	122
188440	123
184236	124
207815	125
44438	126
43117	127
159283	128
94279	129
30349	130
102362	131
246806	132
248922	133
251478	134
19851	135
58061	136
154792	137
95469	138
190807	139
1190	140
223964	141
81169	142
14229	143
2186	144
55191	145
65361	146
32703	147
30878	148
90355	149
139855	150
83299	151
67257	152
109785	153
200718	154
86759	155
93246	156
142383	157
192727	158
151268	159
54078	160
187994	161
52430	162
24647	163
159500	164
103126	165
9818	166
86955	167
135219	168
192600	169
52204	170
251380	171
41393	172
226163	173
30144	174
138852	175
144532	176
187475	177
118858	178
204149	179
200101	180
42809	181
25517	182
81321	183
199105	184
31163	185
16542	186
113551	187
118288	188
177745	189
144655	190
60804	191
210173	192
222602	193
230698	194
133447	195
77968	196
219521	197
24651	198
78690	199
185987	200
205360	201
158718	202
222313	203
32141	204
122615	205
186461	206
125105	207
130079	208
7336	209
40447	210
73822	211
238190	212
179751	213
184384	214
27437	215
151817	216
248123	217
30144	218
3100	219
57570	220
171148	221
192155	222
208062	223
177894	224
60373	225
157137	226
192829	227
179855	228
36199	229
125093	230
46484	231
26457	232
45194	233
66818	234
175763	235
179236	236
161007	237
226	238
160610	239
104267	240
112983	241
20342	242
206162	243
160031	244
220226	245
52193	246
91522	247
80971	248
56328	249
192550	250
124672	251
215207	252
177181	253
190909	254
104990	255
29163	256
173761	257
24206	258
107284	259
60275	260
60026	261
238507	262
52662	263
97204	264
96898	265
50161	266
150411	267
3468	268
3468	269
202471	270
51455	271
184295	272
4436	273
153479	274
124287	275
3204	276
7429	277
219293	278
157772	279
85660	280
44119	281
30791	282
212493	283
63922	284
69659	285
9618	286
116305	287
251663	288
237407	289
54132	290
201081	291
169558	292
220526	293
79787	294
206547	295
10	296
203663	297
203293	298
26431	299
209982	300
81443	301
146323	302
30171	303
8068	304
28054	305
157259	306
167710	307
162906	308
188578	309
232194	310
190514	311
25634	312
179041	313
207185	314
64674	315
98972	316
180349	317
117479	318
67791	319
39813	320
137499	321
118612	322
237070	323
236734	324
45	325
11482	326
88179	327
36506	328
175470	329
217905	330
23317	331
88948	332
12966	333
76952	334
6094	335
122880	336
6583	337
189495	338
84521	339
225898	340
242567	341
35005	342
175416	343
179876	344
164750	345
199277	346
33290	347
151714	348
5539	349
172048	350
1493	351
119181	352
187275	353
15370	354
59296	355
144114	356
114670	357
172287	358
227317	359
85715	360
2847	361
128681	362
32643	363
187828	364
127265	365
6032	366
211143	367
17382	368
6412	369
119964	370
868	371
22045	372
24790	373
250238	374
29918	375
29241	376
77743	377
21558	378
243490	379
120045	380
136549	381
180715	382
234468	383
93092	384
133406	385
87919	386
43790	387
214282	388
13820	389
41209	390
52732	391
93570	392
5940	393
106670	394
236578	395
237933	396
243609	397
68772	398
124442	399
111708	400
64129	401
194365	402
132530	403
5788	404
77201	405
29056	406
30390	407
36579	408
232255	409
152640	410
219476	411
21527	412
6020	413
26292	414
121808	415
100575	416
610	417
6144	418
3506	419
114193	420
242861	421
159390	422
210212	423
93577	424
139733	425
235520	426
90313	427
177262	428
132497	429
152047	430
212459	431
192820	432
58358	433
206500	434
1876	435
122985	436
162088	437
106568	438
33817	439
107529	440
116471	441
148760	442
79953	443
236239	444
238121	445
191247	446
7960	447
49995	448
140778	449
13783	450
