3647	128	4	9.99
489	1247	8	45.59
102	5665	8	9.18
1677	9240	3	36.83
426	1075	9	47.26
253	5335	50	621.65
11389	101	7	16.74
5812	102	11	18.95
13649	101	5	11.32
222	1065	3	4.82
106	217	162	40.7
607	1020	7	38.57
190	937	6	12.7
4345	512	4	30.87
10708	188	3	21.4
1787	101	164	577.66
253	1210	3	6.64
3830	105	11	16.64
224	1034	4	8.24
35723	410	3	47.02
190	138	56	52.36
105	739	64	64.78
117	10407	3	11.55
522	132	34	75.25
1540	130	19	63.33
452	2393	3	15.74
356	3930	3	17.87
118	11594	3	12.91
6555	138	5	24.92
1446	1042	7	53.08
105	6444	6	10.69
390	244	14	33.27
11962	708	3	33.17
936	193	4	5.97
455	691	5	16.34
962	108	57	95.96
218	141	68	106.72
2227	165	15	77.85
12140	140	14	134.19
14347	3429	4	65.59
249	380	68	364.02
101	18694	3	7.01
156	2804	4	11.77
1807	106	18	14.38
3047	6954	3	38.94
12684	108	4	13.57
974	113	21	20.34
3015	109	11	17.53
879	1634	5	34.25
105	23904	3	14.41
13632	101	12	52.54
429	653	12	55.81
107	11714	3	7.68
3623	118	5	10.13
563	506	20	113.8
268	415	12	29.73
293	713	3	4.42
267	299	75	388.12
11797	2057	3	40.85
9754	109	4	11.43
1188	2521	6	54.41
4766	105	35	156.94
232	656	52	306.87
229	254	8	4.35
137	956	6	4.72
173	543	26	81.08
3712	1019	3	25.08
1088	4623	19	247.95
707	322	34	209.52
109	1288	16	8.66
107	2047	42	117.79
544	1298	18	137.2
416	3141	3	17.19
1399	250	3	7.33
106	26148	4	24.41
40108	2817	3	61.48
3002	105	18	32.24
144	7653	3	14.04
17632	107	3	11.91
117	734	28	39.58
1741	317	6	29.21
1134	1657	13	122.31
566	5259	3	23.82
101	15942	5	13.8
146	1329	9	19.83
4770	102	16	30.16
541	39110	3	49.04
150	2936	4	11.16
146	3432	4	12
110	19554	3	14.38
307	462	13	42.41
302	1828	3	10.7
12675	101	5	10.34
2005	104	22	18.18
378	1191	3	9.32
106	8295	3	3.93
8	7153	9	62.98
8299	105	5	10.67
10348	101	5	7.39
3505	662	7	61.94
622	4262	5	43.01
13691	23432	3	66.32
9453	408	3	26.7
1969	108	10	4.55
1430	465	3	11.89
14632	102	7	26
1797	39654	3	57.87
1615	121	6	5.32
24039	105	5	31.4
177	4469	3	12.74
104	10759	4	7.62
7459	503	3	26.17
1739	221	9	41.7
117	601	18	8.46
148	1298	100	694.8
16385	120	3	17.48
682	444	64	525.83
15716	109	3	11.41
12	18857	5	25.59
753	101	74	22.03
2856	1359	5	46.55
1426	5418	3	30.67
212	2141	8	38.71
4805	476	31	382.25
1533	167	4	7.35
2614	500	20	191.19
107	6045	4	5.22
1437	2396	6	56.03
8470	1926	4	51.91
2937	3003	13	175.34
1495	135	13	35.86
109	5285	8	19.49
576	734	4	14.03
1087	307	9	40.75
102	24795	3	11.44
14612	105	3	8.51
107	7890	3	4.48
9328	112	4	11.72
5140	535	3	23.23
112	2576	13	22.78
232	424	13	29.21
137	2602	4	8.33
2787	2857	3	30.56
708	359	9	34.72
12	1459	167	755.81
545	281	8	19.67
645	6008	3	25.99
107	4623	9	18.14
109	4855	12	35.8
10326	257	3	24.04
6167	701	5	49.79
5617	103	7	8.15
107	3136	11	15.59
113	3863	5	7.15
6331	12	4	4.8
4830	170	3	12.92
112	1757	9	4.43
21148	108	4	21.29
752	5425	18	225.47
4624	102	32	102.4
101	8816	9	18.52
3502	877	4	33.76
13417	138	4	27.48
15463	142	4	30.17
21481	104	3	10.86
3089	1345	3	25.38
2151	407	3	14.04
5409	441	5	42.43
116	1754	8	8.83
117	1893	8	10.13
8	3595	5	18.67
1355	537	6	33
2282	102	48	97.43
32855	9459	3	67.66
208	716	4	4.54
102	15060	12	65.23
4576	8943	3	44.74
244	3424	6	35.61
6469	1854	15	223.91
2699	960	6	52.62
241	4075	4	22.24
1094	9646	3	34.14
848	605	3	10.23
241	1709	4	13.21
5765	1590	4	45.04
102	8485	6	9.85
3954	1590	5	52.98
4145	2225	13	177.29
5551	316	4	29.04
2000	2267	9	98.36
2696	4800	8	108.91
567	308	16	65.61
20360	9	8	91.74
2306	107	12	11.29
106	28930	4	27.01
6304	487	8	81.52
7326	104	4	3.85
169	234	35	56.64
107	439	57	20.01
2660	118	55	329.29
21041	609	3	38.54
1088	1319	17	157.43
108	6638	11	37.62
10835	101	9	24.84
102	25958	3	12.62
13690	5036	4	69.15
4568	107	5	5.15
2489	102	41	80.63
1071	200	170	1586.97
1579	267	4	13.58
4168	102	34	100.63
1097	104	33	13.33
139	8875	3	14.59
2594	19822	3	48.62
5121	301	3	18.99
1813	1140	8	69.45
278	834	4	8.5
1333	824	3	15.36
342	919	3	7.09
757	1620	3	16.24
188	3809	3	12.17
158	416	9	5.17
151	1591	4	6.22
5961	202	5	33.38
157	292	20	19.66
2292	4155	4	45.04
13830	101	9	33.51
6465	31712	3	64.13
29885	6982	4	87.6
665	113	21	7.89
7976	106	6	14.32
6956	104	19	71.17
129	1113	6	4.67
3520	210	59	621.82
426	493	16	72.63
2705	23026	5	91.38
107	27092	3	16.9
102	6124	10	17.13
6521	1118	3	30.72
131	5026	3	9
160	6162	5	28.3
548	663	190	2090.31
21103	1254	6	98.8
3768	180	4	17.55
104	395	337	681.56
105	1044	92	213.93
132	413	18	13.92
9258	34364	3	67.48
166	2321	3	6.9
106	3149	19	38.83
106	426	77	32.1
610	104	74	37.99
9651	105	6	17.38
15856	979	4	53.95
194	3568	33	294.39
3317	128	9	34.04
291	1247	7	28.9
7710	159	15	131.53
4636	165	5	25.05
20822	106	4	19.8
17397	241	5	54.96
193	8156	4	27.96
470	16316	5	61.94
1096	585	52	500.6
8063	106	4	6.81
6010	102	10	16.59
104	4635	55	273.01
13431	9	12	122.05
13467	101	5	11.32
27134	30303	3	77.4
277	127	30	17.27
822	446	307	3763.94
9224	790	3	31.34
5290	115	3	5.76
107	13753	5	20.41
109	14017	3	10.28
157	1034	8	16.07
107	15599	4	16.44
106	17613	9	58.56
2158	1865	3	25.18
4105	774	3	23.79
8451	109	3	5.76
30529	636	3	43.56
1450	595	12	87.54
11454	319	6	62.76
293	11079	4	37.07
876	320	3	6.33
126	2855	3	4.27
6864	217	3	18.59
3851	128	21	124.11
16	1056	15	77.96
24997	101	3	10.01
156	2093	5	13.17
101	17947	4	11.04
12233	101	4	5.97
851	3320	8	76.76
17989	26591	4	98.05
10185	105	13	62.81
1137	1274	3	17.42
1140	106	20	5.6
7060	15584	5	96.76
556	479	36	242.76
13988	101	7	21.75
3624	107	7	7.19
6534	104	6	7.97
13439	2453	4	61
254	2286	3	11.07
105	1671	70	201.3
2646	1865	7	74.62
668	612	5	19.29
1660	665	14	115.4
228	2380	182	2294.31
2709	1544	6	59.13
11186	104	4	8.16
10065	8	3	17.18
135	975	6	4.51
666	365	3	5.46
160	2158	10	41.33
101	2596	20	11.2
104	3518	18	30.07
1307	722	7	45.02
967	121	19	32.73
316	4183	5	34.19
1441	281	4	13.25
102	7215	5	4.8
3964	170	6	30.46
12	25739	3	16.11
9976	107	4	10.49
1571	2557	12	134.27
8319	859	40	692.52
1509	2643	9	94.99
1953	2848	7	76.67
102	4538	12	15.22
581	104	82	45.4
4181	6926	3	41.54
106	6058	4	4.19
6494	113	5	13.89
160	4485	5	23.62
11992	101	4	5.97
5465	107	4	4.36
191	1492	3	5.54
105	1440	32	36.52
102	847	52	17.36
9105	112	8	34.28
166	2013	4	9.94
735	116	203	1047.66
102	2959	17	15.14
556	852	3	9.75
4137	383	5	36.44
1613	101	61	75.69
630	5736	9	96.86
1513	9	6	11.77
2443	326	17	135.18
434	434	8	23.74
1962	495	11	82.9
1388	625	3	13.82
309	633	5	11.18
1876	130	5	7.38
5534	23478	5	103.86
152	760	16	38.81
20184	15656	8	200.11
3183	979	31	394.3
634	1044	13	89.61
126	193	69	64.53
722	375	8	30.49
7434	9	13	103.36
5420	105	17	55.97
24431	102	4	18.29
2999	215	47	447.4
107	6796	11	38.02
1594	113	11	9.42
109	4415	5	5.91
9939	112	23	171.17
2582	196	5	20.91
4384	107	7	10.08
108	855	24	7.41
1219	928	10	76.35
1121	200	10	36.08
1185	899	10	75.29
14326	108	3	9.71
1422	10153	11	166.03
326	3079	4	22.51
2023	10628	12	197.53
6363	2913	6	84.36
325	325	5	4.91
3804	126	6	19.86
3331	405	4	25.52
4699	7	15	88.74
5822	120	4	12.54
2095	395	6	35.53
6505	101	11	17.76
1622	108	48	117.95
404	1109	4	14.53
6729	223	3	18.77
115	7263	3	8.2
3947	168	8	44.48
4803	115	13	57.64
117	3294	17	66.8
23359	112	4	26.4
1457	6201	3	32.06
554	9029	3	28.45
114	3698	7	16.75
148	2594	7	23.82
1256	680	4	20.36
3210	103	33	81.44
180	534	20	55.73
12832	346	7	80.08
847	2239	8	68.04
212	1479	3	6.3
207	806	4	5.34
118	572	29	32.18
9124	102	6	10.97
117	1435	13	18.66
207	2257	7	32.55
9532	9981	14	299.56
313	31779	3	40.52
102	12623	4	8.3
147	849	8	9.69
146	192	25	5.33
120	477	15	3.95
5065	372	16	166.04
564	106	650	3220.33
2641	851	4	30.31
1941	3716	6	68.07
915	159	17	53.41
405	359	9	23.51
117	7360	6	25.14
5645	399	7	63.51
7726	351	3	23.75
2239	151	6	18.33
113	1679	14	18.35
1158	580	4	18.33
331	1806	4	17.22
1345	1003	4	24.85
267	1229	37	265.49
110	3510	6	6.36
2818	115	7	12.84
113	4169	9	23.67
110	8014	4	9.57
9676	10182	3	52.84
107	6547	8	21.73
2934	2137	5	52.88
109	5093	6	11.02
12019	104	4	9.08
5494	112	8	22.38
5045	377	21	230.46
985	4519	5	49.45
112	418	129	234.15
113	294	46	8.67
182	14890	3	24.45
110	696	26	8.57
709	529	3	8.12
3679	109	9	15.48
106	32266	3	19.52
12	1221	37	44.06
139	651	9	6.27
230	2812	3	11.6
5971	5658	3	43.01
15388	371	4	44.51
139	3154	4	10.08
9242	115	4	15.91
137	2364	4	7.44
2341	7	26	131.58
113	2394	6	4.66
107	3200	7	5.52
109	3975	46	240.74
1823	1105	33	381.71
7703	167	3	16.62
12	7820	4	6.87
419	826	33	236.41
104	25813	3	13.85
8438	105	9	29.99
955	2293	4	29.97
2045	537	3	15.63
3099	102	36	81.14
2072	104	95	338.86
6760	362	5	43.36
2317	115	9	16.35
1805	1846	3	23.68
105	12441	3	7.02
243	595	4	4.63
2889	348	7	47.35
3914	235	18	151.86
1255	1696	8	69.42
2279	220	5	20.9
4742	726	3	24.78
2727	2112	8	90.58
1262	2935	3	24.55
5152	9343	3	46.24
13793	104	4	10.57
1740	157	3	4.27
174	4822	3	13.34
568	289	57	363.34
42533	102	3	20.74
114	4632	3	4.54
916	1537	5	33.86
26341	106	3	15.78
135	9957	3	15.34
1491	493	6	33.38
883	1101	124	1572.45
3953	326	4	25.23
102	12072	3	4.21
534	237	6	9.26
109	21534	3	14.81
1526	344	3	10.23
166	11256	6	49.23
117	6709	3	7.68
27814	2801	4	76.95
1616	2675	5	47.92
376	1745	3	11.93
110	24326	3	16.96
4044	399	8	66.46
882	349	3	6.94
306	552	42	248.56
269	826	23	121.74
5736	1572	3	31.91
3366	165	3	9.44
243	744	10	31.76
2421	4783	3	33.87
244	860	3	4.26
107	17314	3	11.39
1676	104	34	37.28
102	15764	5	16.12
101	15640	3	5.22
117	1039	29	63.1
120	1121	17	30.8
2667	202	3	10.32
7060	2540	6	84.04
2226	9274	3	39.1
101	25506	3	11.17
107	5464	4	4.36
112	4596	4	4.6
168	5782	15	121.16
6994	101	9	13.07
542	254	5	7.27
7965	108	10	37.64
107	1778	13	7.71
11669	104	7	23.26
110	387	97	104.93
113	1036	34	61.88
6943	12	4	5.66
1187	335	27	191.35
1760	2657	5	49.05
3715	103	30	80.42
1249	127	6	5.32
775	637	4	15.42
107	4008	14	33.83
267	601	12	39.41
293	950	3	6.26
804	223	6	13.11
12	6450	5	8.05
265	5422	3	18.42
108	7242	4	7.03
448	1096	6	27.94
1878	105	113	481.45
8210	191	7	56.93
298	6240	4	29.84
4054	406	3	19
34574	4269	3	60.43
107	920	23	8.24
1081	4573	3	27.3
2238	503	3	15.92
108	519	72	62.75
5882	275	5	37.3
1219	115	10	7.35
1552	21425	4	63.17
112	3753	5	5.15
7803	105	5	9.83
11771	107	5	17.9
5758	101	8	6.52
2438	12073	3	42.54
1320	6233	3	31.32
541	17068	4	49.34
472	3176	4	26.52
567	790	5	20.2
1413	12406	4	53.76
12	23930	3	14.9
1906	102	79	201.51
1708	2751	4	37.39
2792	179	38	310.41
848	194	12	37.9
1254	18456	6	95.1
811	483	13	73.16
810	109	38	35.62
119	13	19	30.47
19779	109	3	14.08
17693	1440	7	114.62
146	171	61	55.15
20227	62	10	166.36
335	1602	43	378.23
237	471	6	7.9
180	2225	3	7.61
116	3453	6	12.56
117	3321	4	5.37
10724	14	21	103.33
3782	1525	4	39.56
174	1300	6	14.55
12	17489	3	11.14
8	1652	5	9.4
120	4509	4	9.84
1522	115	117	673.29
597	2033	5	32.3
567	545	22	133.12
378	2757	3	15.49
1042	1513	3	18.01
538	218	5	5.26
105	9923	3	5.17
1619	3027	13	154.49
407	417	4	6.21
442	345	4	5.51
170	126	158	280.07
20153	2228	3	47.36
17685	104	3	8.98
2211	122	13	38.1
12762	235	3	25.25
1221	205	4	8.56
655	16473	3	35.92
12	550	38	4.86
202	207	13	7.02
9692	101	5	6.31
3904	106	8	8.74
1857	102	94	268.34
12	7145	4	5.91
13550	105	3	7.86
386	296	6	8.57
102	25681	3	12.62
5622	1587	3	31.79
351	657	9	32.7
547	540	12	56.99
480	120	56	117.81
9787	7333	4	68.98
107	5163	4	3.92
681	497	10	47.45
1700	125	24	90.34
137	728	16	27.7
110	356	158	266.93
3678	811	8	77.93
107	4045	6	6.17
268	187	28	56.22
2656	2139	3	27.87
10813	1197	4	50.44
329	103	463	956.25
230	145	32	23.87
107	7479	10	35.79
1497	2282	3	23.72
7701	105	4	6.18
3096	541	13	120.53
1916	3201	4	40.22
12	5365	7	12.14
10176	20781	3	61.49
2790	338	12	92.25
106	13027	4	12.55
242	150	27	20.89
1193	2660	4	33.55
1677	3012	6	62.2
2381	104	29	46.16
12256	105	3	7.02
8812	6073	12	226.96
1290	807	3	14.95
10212	101	4	4.24
6246	109	6	14.08
305	976	8	32.4
1134	1941	3	20.63
116	624	55	122.35
7425	1849	3	35.58
2728	122	7	16.24
174	681	5	4.52
101	15665	5	13.8
4175	133	3	7.75
205	5350	4	23.74
3905	23624	7	149.79
104	11307	10	39.55
10751	6118	3	49.17
104	8802	6	12.53
8332	341	4	34.73
1428	107	25	26.81
443	2009	3	14.29
6029	130	8	42.94
3687	5598	3	38.66
102	9363	4	4.95
978	1590	3	18.01
244	5145	4	25.18
683	7156	3	27.93
8909	104	5	9.03
5708	12	6	9.65
114	6263	3	6.81
8074	2625	3	39.16
5253	101	9	7.32
6790	2005	3	35.4
150	2454	4	9.5
4195	574	3	21.84
114	718	153	662.09
2437	9153	4	55.37
102	15966	3	6.5
148	1533	4	4.84
5688	111	6	13.61
10834	145	7	53.3
417	563	3	5.16
1438	183	3	4.74
113	6920	8	30.99
7729	107	4	7.61
112	7052	7	22.48
354	14	325	313.73
12	6190	14	48.49
417	2159	3	14.29
109	5530	11	34.88
108	5398	4	4.29
137	355	48	100.74
2180	351	3	13.11
1153	230	6	18.23
12	1176	19	6.01
112	453	34	6.94
113	2433	7	7.15
2787	609	3	19.03
169	3625	4	16.02
229	799	5	9.56
4222	104	8	6.43
12635	369	7	81.38
39313	102	3	20.74
168	3988	27	220.58
1007	220	4	7.76
15477	17456	9	223.9
20414	1493	3	44.91
14167	10297	11	246.92
2057	117	12	25.17
7204	3145	3	39.54
107	10030	3	6.27
467	151	18	29.15
1417	1703	3	21
17409	16	6	71.7
938	377	8	35.65
6728	105	4	4.92
185	3999	3	12.49
153	3252	11	57.68
157	2724	3	7.29
342	197	8	5.99
313	486	4	5.48
6926	220	3	18.78
129	1962	6	10.98
8776	2474	3	39.47
5871	121	3	7.93
12	15694	3	9.73
5695	104	9	15.04
105	6928	4	5.15
189	6628	4	24.92
6624	8	9	60.48
6142	245	4	27.3
455	156	11	9.99
1379	109	19	16.33
15065	101	3	4.87
129	22803	3	23.54
456	1264	6	29.99
356	1284	5	20.34
1572	1176	5	36.99
518	1230	5	24.3
105	5058	5	4.72
6280	9869	3	48.52
104	4662	20	52.42
9136	444	3	27.1
22093	107	3	14.69
3075	5249	6	81.77
101	3942	78	340.55
10332	5788	3	48.39
4559	8452	9	154.42
794	420	39	288.46
131	2729	3	4.5
162	1984	3	5.54
41548	630	3	50.26
166	438	11	11.87
160	1225	6	11.2
2141	1930	3	25.31
101	3262	43	99.22
189	2508	3	9.09
4185	101	19	26.98
58	240	3	8.68
1342	112	12	5.06
3892	413	3	18.83
13230	102	5	13.04
132	2294	5	10.27
222	528	5	5.46
105	6679	4	4.81
1407	103	42	41.84
101	8262	8	13.22
5659	108	29	147.15
4959	130	14	83.51
7198	3045	11	175.06
3618	221	5	27.01
18264	101	5	17.41
426	2246	6	37.54
13258	105	3	7.56
10455	40247	3	73.16
157	2431	3	6.5
158	2299	5	14.84
824	392	4	11.63
5226	104	7	7.53
6253	102	24	84.71
14216	1361	3	39.44
1137	355	3	8.62
143	15971	3	20.96
126	1807	5	6.42
220	644	6	10.12
3214	457	4	26.38
101	16567	11	56.25
182	1060	14	51.8
106	18467	9	61.59
525	1032	13	83.46
3410	6426	4	54.69
8864	101	11	27.67
5671	113	3	4.6
6691	481	8	82.77
101	23171	4	14.9
12	9338	3	4.97
228	21275	4	43.93
3972	1075	3	26
102	20263	3	9.67
12741	102	10	40.78
246	463	63	357.16
10731	107	3	6.82
840	15542	4	52.32
6762	105	5	7.94
311	2365	5	26.45
11150	118	4	19.26
186	735	5	6.39
106	16753	4	16.26
184	1656	4	9.57
4795	14034	4	68.99
182	1424	3	4.66
5480	4477	56	1169.96
493	125	63	175.01
12	11109	4	10.88
528	827	29	217.07
188	7200	3	17.71
976	1359	3	16.82
3492	1092	5	46.95
18705	109	6	37.2
10580	400	3	27.83
161	118	368	792.79
104	2120	33	51.03
105	1469	32	37.66
21615	102	4	16.82
1627	1530	6	50.71
102	820	71	44.4
798	845	8	47.39
827	107	52	62.98
131	4145	7	28.16
2713	2415	23	320.63
3966	104	16	27.84
189	7273	3	17.84
904	102	237	703.37
7195	107	4	6.9
457	251	32	140.88
8345	101	8	13.56
733	8087	6	67.94
22071	107	3	14.69
105	5963	19	72.78
101	4381	15	17.3
254	6307	3	19.43
5177	101	15	23.71
7231	105	5	8.74
582	2143	3	16.57
1757	4396	5	55.98
102	4752	8	6.22
101	5124	27	73.09
22605	108	3	14.7
164	2079	5	14.43
7284	2397	4	52.37
604	726	5	20.09
107	32763	3	20.66
705	312	3	4.7
101	2615	40	64.76
105	4132	6	4.61
102	2243	27	27.6
14739	111	3	11.16
13629	20639	6	141.43
13712	109	3	9.96
161	2807	3	7.74
3287	250	13	97.36
131	3323	4	9.68
315	7810	3	23.06
4035	1270	7	75.54
971	156	23	85.92
880	107	33	23.52
14562	101	4	8.18
7822	109	13	59.89
665	3257	12	116.96
791	8	63	310.71
694	407	3	6.26
12	15424	3	9.73
112	16168	4	19.37
151	163	72	90.7
230	725	4	5.5
229	1103	4	8.87
5343	3685	3	38.25
1348	309	4	13.72
325	1238	7	30.72
268	624	5	9.28
113	2159	7	5.61
112	2539	10	13.06
5307	459	4	32.32
7768	118	15	98.07
3167	186	3	10.7
113	563	25	8.63
708	384	5	14.54
10103	101	5	6.83
12	1482	20	13.19
1190	102	81	120.89
2208	104	87	309.16
479	109	52	29.08
107	6068	7	15.99
385	3970	3	18.53
9012	108	6	18.4
309	11426	3	26.67
4717	11585	3	47.54
110	6498	3	4.08
806	5283	16	197.06
1194	105	56	95.08
3241	101	13	5.18
117	558	18	6.84
116	187	71	19.65
13574	4456	11	214.55
117	2162	17	48.47
1352	312	12	66.65
1354	1053	7	52.11
2642	2258	6	64.88
13575	128	3	17.48
915	2053	27	297.35
2788	4746	3	34.89
374	402	5	8.51
1616	528	4	20.55
1967	163	8	28.89
437	1010	7	32.96
102	9815	4	5.34
984	790	3	13.13
193	9464	3	20.49
4045	788	3	23.84
102	12307	10	39.59
150	4523	3	10.1
1551	102	32	18.65
40511	14	3	19.18
1230	107	34	43.35
15659	7294	3	54.74
209	109	359	615.15
209	2587	4	15.84
102	13793	5	13.57
20364	6874	4	79.93
5527	12	8	16.29
107	5227	4	3.99
10002	106	18	102.21
1531	105	48	92.62
3574	101	22	28.82
385	1519	3	10.96
230	350	55	246.17
6271	314	11	107.25
108	3376	6	4.18
18069	108	5	25.79
113	2996	5	4.66
3326	2298	3	30.2
110	153	365	293.27
5338	101	8	5.51
107	4921	5	6.03
26956	26304	6	176.59
112	5789	6	14.34
1531	1866	6	53.1
349	126	783	5670.87
419	1741	3	12.63
12	6907	6	12.65
743	232	4	5.76
1253	542	7	39.53
1316	118	39	130.08
4499	6891	10	166.51
105	29023	4	26.79
267	1641	3	8.9
107	2320	10	7.07
12	2444	11	8.32
109	710	40	31.63
12853	103	3	5.48
173	1908	10	42.38
12279	3403	3	45.48
170	394	103	513.87
137	1557	5	6.59
946	1143	3	15.52
377	123	36	36.7
565	2678	4	26.35
190	11382	3	22.27
101	10503	6	10.81
2642	1168	33	420.52
1519	1040	3	18.01
114	5538	4	9.77
651	794	4	15.84
5957	9	3	12.53
5346	289	6	46.32
21184	1654	3	45.77
5857	101	16	32.27
305	3533	13	107.61
3335	2629	4	44.1
3783	12	12	21.23
2763	108	27	73.4
208	695	7	13.65
32796	14	3	14.76
302	117	140	316.32
1735	2862	3	26.75
1320	115	34	97.32
14883	108	3	10.08
180	1079	8	21.44
9601	101	8	16.82
21725	3393	7	141.16
114	1547	18	35.94
115	1167	58	211.87
27490	101	4	18.18
1459	914	5	33.2
410	1289	5	21.98
117	7618	4	13.87
2065	4076	3	31.03
102	9171	5	7.54
2840	9941	5	75.24
8525	108	5	12.81
4356	6209	6	90.85
1012	483	15	97.46
139	3173	3	6.08
107	3095	25	71.28
107	616	48	30.02
1081	4369	7	74.89
9597	106	5	12.94
173	1214	8	21.88
6250	13269	4	71.16
2212	291	3	11.78
1697	105	17	9.84
3744	101	17	16.95
139	1590	6	9.93
107	4578	6	7.83
109	4826	5	7.02
2460	2231	41	604.77
6072	101	9	10.07
217	12069	3	24
11570	107	3	7.45
2394	593	3	17.55
6579	2263	10	146
4596	138	3	8.93
2425	121	28	128.74
385	117	44	40.17
443	33371	3	43.22
413	136	22	23.85
12	6692	6	12.07
3756	479	3	19.74
158	1577	7	18.59
13863	103	7	27.24
186	298	10	6.99
104	16580	11	66.32
2	1597	3	5.51
125	58	26	105.4
16	820	4	8.5
1810	634	4	23.51
629	4096	3	22.4
15137	4475	3	49.88
14732	223	3	26.25
11787	1761	3	39.64
108	12388	3	8.18
4679	959	3	26.75
12	8419	4	7.69
8132	109	4	9.22
8193	3091	3	40.6
5058	111	11	34.06
7112	107	7	18.92
101	22426	3	9.07
6017	179	14	117.11
15456	108	6	30.34
4530	16008	3	50.9
33601	14	3	14.76
3049	106	21	45.17
1756	316	7	36.37
29745	104	3	15.38
319	115	44	24.61
102	2485	34	55.19
105	3894	59	296.87
2065	9621	3	38.87
11632	109	7	31.75
102	238	1783	6580.94
6901	105	4	5.15
4851	101	12	12.73
2714	12	30	78.97
642	774	5	21.47
5657	7753	6	99.94
1508	287	14	82.25
2018	103	64	165.36
999	486	4	15.56
13398	109	3	9.65
1062	185	4	6.44
4443	467	11	106.1
9372	1977	3	38.4
23958	12	4	22.98
6173	300	4	29.88
13082	7	3	17.42
491	2265	22	204.98
109	28105	3	19.44
3039	192	3	10.65
9503	108	4	9.79
735	7086	3	28.43
1008	16593	4	54.87
18907	109	6	37.2
131	3903	4	11.22
225	548	27	111.48
102	2682	16	10.21
254	908	3	5.05
8	14318	4	30.54
604	8	13	18.83
1113	334	3	8.09
1116	1197	5	33.22
17101	141	3	21.37
1214	422	19	132.47
106	1583	21	15.79
288	2968	4	20.82
13957	11245	10	224.72
135	366	28	34.48
6865	107	4	6.39
8531	101	7	10.53
136	251	291	1324.9
3975	1023	17	206.68
105	40821	3	23.82
3419	15387	15	316.67
12	9274	5	12.88
107	8886	3	5.34
1388	869	15	129.11
57	180	14	52.62
1234	4900	3	28.77
593	377	7	21.76
185	661	6	7.99
10600	102	4	6.23
20262	966	9	160.25
4909	1721	3	31.35
1746	103	69	160.82
722	105	60	52.21
1744	2854	3	26.75
5389	2761	3	35.98
1327	123	12	19.64
153	2351	7	24.66
22794	108	4	22.54
12	12483	4	12.2
940	21	4	4.42
396	1516	6	30.44
939	542	6	28.35
875	118	18	21.64
107	9444	5	14.37
1579	527	4	20.25
12932	105	3	7.28
5540	104	12	25.35
1349	8822	3	34.61
6567	102	29	121.97
57	58	12	112.42
186	1436	4	8.73
824	2598	5	39.36
218	102	1091	2500.43
126	2017	5	7.56
17067	104	3	8.48
11038	107	7	28.34
1540	112	14	11.32
3583	108	16	38.09
554	4121	15	157.12
164	6515	3	14.89
453	458	8	25.97
901	220	24	120.7
6800	21063	4	79.78
4757	130	8	37.33
104	2642	33	68.33
12692	118	4	21.08
1304	430	3	10.68
3770	685	5	42.09
2237	101	56	103.52
