37768	1
23828	2
5939	3
20669	4
907	5
1875	6
14365	7
19967	8
4251	9
2954	10
37410	11
45443	12
4395	13
10175	14
7363	15
11648	16
6124	17
39201	18
2058	19
1936	20
25849	21
2849	22
16442	23
12873	24
58800	25
16242	26
6565	27
10517	28
8777	29
42304	30
23930	31
5204	32
44737	33
9956	34
1618	35
35017	36
28307	37
7840	38
18599	39
5939	40
320	41
50723	42
21960	43
27364	44
13803	45
937	46
39914	47
17619	48
35303	49
8099	50
14274	51
2011	52
202	53
9463	54
3608	55
4128	56
376	57
45347	58
34688	59
39730	60
58817	61
12432	62
320	63
49708	64
5419	65
27880	66
3755	67
35187	68
43783	69
50596	70
24724	71
35184	72
2115	73
26951	74
28072	75
18821	76
7726	77
9463	78
27931	79
39184	80
41602	81
24510	82
64899	83
53406	84
62641	85
53765	86
62876	87
62842	88
16000	89
42531	90
43409	91
41723	92
42662	93
33239	94
63739	95
52698	96
22246	97
8419	98
32138	99
54163	100
961	101
2405	102
2511	103
17016	104
19201	105
5913	106
17324	107
2160	108
33374	109
484	110
24522	111
9326	112
25149	113
1922	114
45065	115
9107	116
9622	117
17771	118
15507	119
57154	120
17108	121
71	122
27965	123
44972	124
44207	125
35478	126
71	127
17328	128
34514	129
64560	130
4356	131
23412	132
12698	133
12698	134
25471	135
37848	136
41938	137
19422	138
29169	139
21944	140
42974	141
24251	142
41568	143
29406	144
16317	145
146	146
22699	147
21393	148
45699	149
24865	150
25132	151
47301	152
47072	153
10166	154
15199	155
17473	156
40280	157
5095	158
52834	159
34922	160
35025	161
17853	162
43696	163
47338	164
64055	165
19493	166
12164	167
37960	168
37071	169
18986	170
20616	171
51860	172
37071	173
35960	174
34465	175
33354	176
37960	177
42799	178
31011	179
22610	180
13967	181
41715	182
31011	183
7898	184
12993	185
41406	186
7482	187
60384	188
6725	189
5360	190
49748	191
32815	192
4191	193
17648	194
5361	195
35352	196
8765	197
7006	198
26350	199
45643	200
64086	201
15212	202
15143	203
15143	204
10444	205
23484	206
45608	207
45608	208
12531	209
52304	210
25321	211
15012	212
55449	213
19858	214
9076	215
9789	216
52764	217
12173	218
54205	219
16286	220
25657	221
55940	222
42538	223
42008	224
34702	225
15767	226
64077	227
11127	228
9784	229
29949	230
48674	231
8608	232
59776	233
56678	234
55434	235
8952	236
8952	237
33240	238
31565	239
28749	240
27367	241
8952	242
8952	243
22805	244
9274	245
9274	246
4289	247
62235	248
8499	249
18525	250
8721	251
3381	252
16150	253
22918	254
32508	255
11698	256
5259	257
32109	258
32432	259
4138	260
11757	261
18325	262
5156	263
15767	264
29537	265
5259	266
5259	267
42008	268
31930	269
21879	270
3701	271
53803	272
42264	273
8499	274
24506	275
33943	276
16749	277
14713	278
23400	279
8845	280
8845	281
17341	282
5259	283
53098	284
17929	285
54438	286
59085	287
64710	288
19091	289
64287	290
55456	291
21056	292
41575	293
3329	294
16873	295
55772	296
23480	297
10492	298
11131	299
15303	300
59306	301
8381	302
33198	303
35230	304
25028	305
18223	306
45959	307
62433	308
23787	309
50306	310
4296	311
33710	312
13036	313
13036	314
15191	315
59840	316
61980	317
43343	318
37961	319
20396	320
6468	321
6757	322
44278	323
41787	324
23415	325
